"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","municipality_id","stop_desc","stop_timezone","wheelchair_boarding","platform_code","vehicle_type"
"137481","","Hälvälän koulu L","60.9863318149491","25.4515032268558","6","http://98","0","","98","","","0","",""
"137482","","Hälvälän koulu I","60.9864158418931","25.4537069904812","6","http://98","0","","98","","","0","",""
"137483","","Kinnari I","60.986714568632","25.4611986166707","6","http://98","0","","98","","","0","",""
"137484","","Kinnari L","60.9867642357109","25.4625016865818","6","http://98","0","","98","","","0","",""
"137485","","Turkumäentie I","60.9869897331707","25.4680966798529","6","http://98","0","","98","","","0","",""
"137486","","Työtjärventie I","60.9872942259211","25.4772000802796","6","http://98","0","","98","","","0","",""
"137487","","Työtjärventie L","60.9872893422642","25.478500061276","6","http://98","0","","98","","","0","",""
"137488","","Varrastie I","60.987262522988","25.482399699438","6","http://98","0","","98","","","0","",""
"137489","","Varrastie L","60.9872632021449","25.4822997503545","6","http://98","0","","98","","","0","",""
"137490","","Soramäki I","60.9859912871049","25.4914069251229","6","http://98","0","","98","","","0","",""
"137839","","Vihtola P","61.0280082342057","24.3295960945605","2","http://82","0","","82","","","0","",""
"137841","","Ylinen P","61.0309104127216","24.334394180952","2","http://82","0","","82","","","0","",""
"137843","","Lehijärven rantatie P","61.0377646166274","24.3434439887095","2","http://82","0","","82","","","0","",""
"137845","","Panssarimuseo I","61.0418550033143","24.3477997239786","2","http://82","0","","82","","","0","",""
"137846","","Kanunki E","61.044948115699","24.3526187128699","2","http://82","0","","82","","","0","",""
"137847","","Kanunki P","61.0458223421142","24.3537872667355","2","http://82","0","","82","","","0","",""
"137850","","Paloasema L","61.0519942841915","24.3674753210351","2","http://82","0","","82","","","0","",""
"137851","","Paloasema I","61.0527029470566","24.3692007631604","2","http://82","0","","82","","","0","",""
"137852","","Mierolanpelto L","61.057953989983","24.381644918351","2","http://82","0","","82","","","0","",""
"137853","","Mierolanpelto I","61.0584702984662","24.3835328545408","2","http://82","0","","82","","","0","",""
"137854","","Teollisuustie L","61.0596776212684","24.3906456354999","2","http://82","0","","82","","","0","",""
"137855","","Varikko P","61.0145634690326","24.3869095614799","1","http://109","0","","109","","","0","",""
"137856","","Varikko E","61.0152279595873","24.3865991139813","1","http://109","0","","109","","","0","",""
"137857","","Nihattula th I","61.0175887951403","24.3756464112126","1","http://109","0","","109","","","0","",""
"137864","","Parolannummi P","61.0330703314664","24.3545843199402","2","http://82","0","","82","","","0","",""
"137865","","Parolannummi as.alue 1 E","61.0374923178015","24.3523321722415","2","http://82","0","","82","","","0","",""
"137866","","Parolannummi as.alue 1 P","61.0378389701947","24.3522676067803","2","http://82","0","","82","","","0","",""
"137867","","Panssarimuseo E","61.0412335966024","24.3475449963938","2","http://82","0","","82","","","0","",""
"137868","","Katajisto E","61.0267267114191","24.4462091472367","1","http://109","0","","109","","","0","",""
"137869","","Katajisto P","61.0278050648296","24.4487916153896","1","http://109","0","","109","","","0","",""
"137870","","Aulangon Heikkilä E","61.0316622459965","24.4504453416306","1","http://109","0","","109","","","0","",""
"137871","","Metsänkylä E","61.0404537734532","24.4495348822627","2","http://82","0","","82","","","0","",""
"137872","","Metsänkylä P","61.0414485110333","24.4486478259325","2","http://82","0","","82","","","0","",""
"137873","","Moosenmäki E","61.044945114313","24.4467621181343","2","http://82","0","","82","","","0","",""
"137874","","Moosenmäki P","61.0457026929761","24.4468114602842","2","http://82","0","","82","","","0","",""
"137875","","Pekolan koulu E","61.0472613178188","24.444681188574","2","http://82","0","","82","","","0","",""
"137876","","Pekolan koulu P","61.0478638802441","24.4437074646917","2","http://82","0","","82","","","0","",""
"137877","","Pekolan lava E","61.050644506141","24.4399595091791","2","http://82","0","","82","","","0","",""
"137878","","Pekolan lava P","61.0512656735517","24.4389465171067","2","http://82","0","","82","","","0","",""
"137879","","Ahlbacka E","61.0525002075317","24.4367611616414","2","http://82","0","","82","","","0","",""
"137880","","Ahlbacka P","61.0531771089489","24.4355176097565","2","http://82","0","","82","","","0","",""
"137881","","Kärjenmäki E","61.0556229258652","24.4311893612804","2","http://82","0","","82","","","0","",""
"137882","","Kärjenmäki P","61.0561469694696","24.4297099100887","2","http://82","0","","82","","","0","",""
"137883","","Poransaari E","61.0566587314333","24.4235300081621","2","http://82","0","","82","","","0","",""
"137884","","Poransaari P","61.0570963340136","24.4224731646162","2","http://82","0","","82","","","0","",""
"137885","","Keltomäki E","61.0597412036203","24.4193484403831","2","http://82","0","","82","","","0","",""
"137886","","Keltomäki P","61.0605213891056","24.4186367936493","2","http://82","0","","82","","","0","",""
"137887","","Purkalontie E","61.0631998554925","24.4174420120085","2","http://82","0","","82","","","0","",""
"137888","","Purkalontie P","61.0640380447087","24.4163419160298","2","http://82","0","","82","","","0","",""
"137891","","Rahkoilan koulu I","61.0724526699147","24.4008741214822","2","http://82","0","","82","","","0","",""
"137892","","Rahkoilan koulu L","61.0728872237809","24.3974172728844","2","http://82","0","","82","","","0","",""
"137893","","Rahkoila L","61.0731035783103","24.3943464930301","2","http://82","0","","82","","","0","",""
"137894","","Rahkoila I","61.0730673434455","24.3931245903696","2","http://82","0","","82","","","0","",""
"137896","","Kokkila P","61.133759025438","24.6643931811369","3","http://109","0","","109","","","0","",""
"137897","","Tanhuanpääntie L","61.0735929143932","24.3875561191589","2","http://82","0","","82","","","0","",""
"137898","","Tanhuanpääntie I","61.0738119352694","24.3861515824122","2","http://82","0","","82","","","0","",""
"137899","","Vesunnin vainio E","61.0794192211683","24.3827034237427","2","http://82","0","","82","","","0","",""
"137900","","Vesunnin vainio P","61.0797706502825","24.3824744560924","2","http://82","0","","82","","","0","",""
"137901","","Vammelpolku E","61.0819092562951","24.3795893383466","2","http://82","0","","82","","","0","",""
"137902","","Vammelpolku P","61.082206490306","24.3792098278096","2","http://82","0","","82","","","0","",""
"137903","","Vesunti kartano E","61.090170999296","24.3706563469592","2","http://82","0","","82","","","0","",""
"137904","","Vesunti kartano P","61.0905009565256","24.3705243568307","2","http://82","0","","82","","","0","",""
"137905","","Perkiönkallio E","61.0962678636025","24.3692589163883","2","http://82","0","","82","","","0","",""
"137906","","Perkiönkallio P","61.0965352307663","24.3691948270929","2","http://82","0","","82","","","0","",""
"137907","","Pikku-Mervi E","61.0993945105063","24.3663276786702","2","http://82","0","","82","","","0","",""
"137908","","Pikku-Mervi P","61.0998534590494","24.3654682869902","2","http://82","0","","82","","","0","",""
"137909","","Kasselantie E","61.1015051244481","24.3611970401468","2","http://82","0","","82","","","0","",""
"137910","","Kasselantie P","61.102053578176","24.3608513275548","2","http://82","0","","82","","","0","",""
"137911","","Muuraantie P","61.1049313062236","24.3583596347116","2","http://82","0","","82","","","0","",""
"137912","","Lemola E","61.1078420796233","24.3547238522117","2","http://82","0","","82","","","0","",""
"137913","","Lemola P","61.1081131735614","24.3541558110911","2","http://82","0","","82","","","0","",""
"137914","","Raton th E","61.1125429404333","24.3463800532531","2","http://82","0","","82","","","0","",""
"137915","","Raton th P","61.1130208824819","24.3461274347273","2","http://82","0","","82","","","0","",""
"137916","","Laivarannan th E","61.1154450089352","24.3454284215697","2","http://82","0","","82","","","0","",""
"137917","","Laivarannan th P","61.1160598931035","24.3451105620654","2","http://82","0","","82","","","0","",""
"137918","","Lepaan koulu P","61.1186013876959","24.3371647031842","2","http://82","0","","82","","","0","",""
"137920","","Urheilukenttä E","61.1195568411684","24.3326992313014","2","http://82","0","","82","","","0","",""
"137921","","Urheilukenttä P","61.1205675485728","24.3324557950233","2","http://82","0","","82","","","0","",""
"137922","","Kirkkovalkama E","61.1232446976814","24.3262167156334","3","http://82","0","","82","","","0","",""
"137923","","Kirkkovalkama P","61.1234805057165","24.3252941023696","3","http://82","0","","82","","","0","",""
"137924","","Vanajanniementie E","61.1270049178668","24.3274966489943","3","http://82","0","","82","","","0","",""
"137925","","Vanajanniementie P","61.1271583623036","24.3286968099121","3","http://82","0","","82","","","0","",""
"137926","","Sahan th P","61.1285413083255","24.3333484875633","3","http://82","0","","82","","","0","",""
"137927","","Sahan th E","61.1290446991421","24.3338278242005","3","http://82","0","","82","","","0","",""
"137928","","Kivisilta E","61.1312342052045","24.338663704728","3","http://82","0","","82","","","0","",""
"137929","","Kivisilta P","61.1317586222477","24.3386664076886","3","http://82","0","","82","","","0","",""
"137930","","Pulli E","61.1348403619251","24.3353502159869","3","http://82","0","","82","","","0","",""
"137931","","Pulli P","61.1349951492185","24.3351818489095","3","http://82","0","","82","","","0","",""
"137932","","Tokeensuu E","61.1385490490782","24.33373448966","3","http://82","0","","82","","","0","",""
"137933","","Tokeensuu P","61.1390063543244","24.3336878411381","3","http://82","0","","82","","","0","",""
"137934","","Lahdentaan koulu P","61.1417934141676","24.3362002861642","3","http://82","0","","82","","","0","",""
"137935","","Lahdentaan koulu E","61.142125037716","24.3362928770465","3","http://82","0","","82","","","0","",""
"137936","","Pappila th (Leirikeskus) E","61.1448827164689","24.3378842205276","3","http://82","0","","82","","","0","",""
"137937","","Pappila th (Leirikeskus) P","61.1452555548311","24.3381704034338","3","http://82","0","","82","","","0","",""
"137938","","Kirkkoahontie E","61.1481308651508","24.3392970871059","3","http://82","0","","82","","","0","",""
"137939","","Kirkkoahontie P","61.1485927143391","24.3390812417203","3","http://82","0","","82","","","0","",""
